Site_ID,FID_1,Datst_1,Mj_ID_1,Site_Nm,EJZ1,EJZ1_2,EJZ2,NINV,EJZ3a,EJZ3,EJZ3b,AKK,EJZ4,EJZ4C,LTM,EBA_FCP,KHA,MBA_LBA,NUZI,LBA,SM,MASS,EIA_FCP,LASS,MIA_FCP,EIA_MIA,IA,IA_FCP,LIA,PASS,POINT_X,POINT_Y,cnfdnc_,EBA1,EBA2,MBA,LBA_brd,IA1,IA2,Tuna_sz,Tn_plyg,Name,POINT_Z,Size,Period,Tuna,number
NJS_45,249,NJS,NJS_45_0_0,,0,0,0,1.3001,0,0,0,0,0,0,0,0,2.5001,0,0,0,0,0.6001,0,0.6001,0,0,0,0,0,0,802343.4290875,4066882.07135,1,1.3001,0,2.5001,0.6001,0.6001,0.6001,0,,,,2.5001,"EBA1,MBA,LBA,IA1,IA2",,80281
NJS_48,252,NJS,NJS_48_0_0,,0,0,0,22.9001,0,0,0,0,0,0,3.2001,0,22.5001,0,0,0,0,1.7001,0,18.9001,0,0,0,0,0,0,805011.2048,4069271.0296375,1,22.9001,3.2001,22.5001,1.7001,1.7001,18.9001,9.063194205e-006,540,,,22.9001,"EBA1,EBA2,MBA,LBA,IA1,IA2",,160292
NJS_49,254,NJS,NJS_49_0_0,,0,0,0,1.9001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804969.776575,4068147.381675,1,1.9001,0,0,0,0,0,0,,,,1.9001,EBA1,,5879
NJS_5,212,NJS,NJS_5_0_0,,0,0,0,1.3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7001,0,0,0,0,0,0,798462.13866,4072529.49216,1,1.3001,0,0,0,0,0.7001,0,,,,1.3001,"EBA1,IA2",,190181
NJS_50,255,NJS,NJS_50_0_0,,0,0,0,1.6001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8001,0,0,0,0,0,0,803735.7356,4068091.177775,1,1.6001,0,0,0,0,0.8001,0,,,,1.6001,"EBA1,IA2",,184877
NJS_55,259,NJS,NJS_55_0_0,,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806295.141533333,4068710.879,1,0.0001,0,0,0,0,0,0,,,,,EBA1,,31411
NJS_57,261,NJS,NJS_57_0_0,,0,0,0,1.3001,0,0,0,0,0,0,0.9001,0,0,0,0,0,0,0.9001,0,0.9001,0,0,0,0,0,0,807742.147933333,4069547.06603333,1,1.3001,0.9001,0,0.9001,0.9001,0.9001,0,,,,1.3001,"EBA1,EBA2,LBA,IA1,IA2",,20484
NJS_58,262,NJS,NJS_58_0_0,,0,0,0,9.9001,0,0,0,0,0,0,0.4001,0,0.3001,0,0,0,0,0,0,2.5001,0,0,0,0,0,0,799045.973933333,4065838.78326667,1,9.9001,0.4001,0.3001,0,0,2.5001,3.995863338e-006,565,,,9.9001,"EBA1,EBA2,MBA,IA2",,5737
NJS_60,264,NJS,NJS_60_0_0,,0,0,0,7.9001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7001,0,0,0,0,0,0,795941.742725,4065839.778375,1,7.9001,0,0,0,0,0.7001,0,,,,7.9001,"EBA1,IA2",,113179
NJS_61,265,NJS,NJS_61_0_0,,0,0,0,1.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0001,0,0,0,0,0,0,795219.7519,4066536.4173,1,1.0001,0,0,0,0,1.0001,0,,,,1.0001,"EBA1,IA2",,156459
NJS_7,214,NJS,NJS_7_0_0,,0,0,0,0.4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794069.146675,4071086.079325,1,0.4001,0,0,0,0,0,0,,,,0.4001,EBA1,,82395
NJS_72,276,NJS,NJS_72_0_0,,0,0,0,1.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789593.477325,4075506.448275,1,1.0001,0,0,0,0,0,0,,,,1.0001,EBA1,,163368
NJS_80,284,NJS,NJS_80_0_0,,0,0,0,0.6001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6001,0,0,0,0,0,0,787446.558875,4072342.076175,1,0.6001,0,0,0,0,0.6001,0,,,,0.6001,"EBA1,IA2",,151873
NJS_86,291,NJS,NJS_86_0_0,,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789657.8826,4067594.5578,1,0.0001,0,0,0,0,0,0,,,,,EBA1,,93638
NJS_87,289,NJS,NJS_87_0_0,,0,0,0,2.8001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6001,0,0,0,0,0,0,787984.84745,4067614.623525,1,2.8001,0,0,0,0,0.6001,0,,,,2.8001,"EBA1,IA2",,187792
NJS_9,216,NJS,NJS_9_0_0,,0,0,0,2.4001,0,0,0,0,0,0,0,0,6.6001,0,0,0,0,6.6001,0,6.6001,0,0,0,0,0,0,798556.72546,4074200.07556,1,2.4001,0,6.6001,6.6001,6.6001,6.6001,0,,,,6.6001,"EBA1,MBA,LBA,IA1,IA2",,125188
NJS_90,293,NJS,NJS_90_0_0,(Tell Abu Hajira / Tell 'Uqla Tahtani),0,0,0,7.1001,0,0,0,0,0,0,6.1001,0,6.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,786577.044966667,4073871.85543333,1,7.1001,6.1001,6.1001,0,0,0,1.4028916636e-005,615,,,7.1001,"EBA1,EBA2,MBA",,167179
NJS_91,294,NJS,NJS_91_0_0,(Tell Talab),0,0,0,14.8001,0,0,0,0,0,0,7.5001,0,10.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,786052.68315,4071280.23383333,1,14.8001,7.5001,10.0001,0,0,0,1.5483044799e-005,281,,,14.8001,"EBA1,EBA2,MBA",,155102
NJS_92,383,NJS,NJS_92_0_0,(Tell Uwaynat),0,0,0,3.0001,0,0,0,0,0,0,1.5001,0,3.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,803378.2702,4065117.92116667,1,3.0001,1.5001,3.0001,0,0,0,9.315951934e-006,334,,,3.0001,"EBA1,EBA2,MBA",,151162
NJS_93,295,NJS,NJS_93_0_0,(Tell es-Samir),0,0,0,10.0001,0,0,0,0,0,0,19.0001,0,19.0001,0,0,0,0,0,0,2.5001,0,0,0,0,0,0,782616.203816667,4071879.55705,1,10.0001,19.0001,19.0001,0,0,2.5001,2.2529714128e-005,878,,,19.0001,"EBA1,EBA2,MBA,IA2",,53951
NJS_94,296,NJS,NJS_94_0_0,(Tell Samir 5),0,0,0,2.9001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9001,0,0,0,0,0,0,783359.39844,4068802.0565,1,2.9001,0,0,0,0,2.9001,2.281262164e-006,495,,,2.9001,"EBA1,IA2",,178914
TBS_1,987,TBS,TBS_1_0_0,Nabada (Tell Beidar),9.0001,0,9.0001,0,9.0001,0,24.0001,0,9.0001,0,0,0,0,0,0,45.0001,0,0,0,45.0001,0,0,0,0,0,45.0001,641605.308025,4066901.683575,1,9.0001,24.0001,0,45.0001,0,45.0001,2.4633635551e-005,243,,,45.0001,"EBA1,EBA2,LBA,IA2",,89213
TBS_10,939,TBS,TBS_10_0_0,,0,0,0,1.7701,0,0,0,0,0,0,0,1.7701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646623.0265,4066546.8076,1,1.7701,1.7701,0,0,0,0,4.112567006e-006,425,,,1.7701,"EBA1,EBA2",,78802
TBS_22,949,TBS,TBS_22_0_0,(Bergul el-Buz),0,0,0,0.9901,0,0,0,0,0,0,0.7901,0.7901,0,0,0,2.2181,0,0,0,0,0,2.2181,0,0,0,0,651543.4758,4062195.51755,1,0.9901,0.7901,0,2.2181,2.2181,2.2181,1.4341866595e-005,92,,,2.2181,"EBA1,EBA2,LBA,IA1,IA2",,69528
TBS_32,940,TBS,TBS_32_0_0,(Tell Khatun),0,0,0,1.7701,0,0,0,0,0,0,1.7701,0,0,0,0,0,0,0,0,0,0,3.5401,0,0,0,0,645443.3789,4071816.54553333,1,1.7701,1.7701,0,0,3.5401,3.5401,2.804518521e-006,904,,,3.5401,"EBA1,EBA2,IA1,IA2",,182872
TBS_35,957,TBS,TBS_35_0_0,,0,0,0,1.5701,0,0,0,0,0,0,1.5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646870.389,4073962.4469,1,1.5701,1.5701,0,0,0,0,8.86564286e-007,397,,,1.5701,"EBA1,EBA2",,179336
